rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,Date ,Latitude,Longitude
479,How Ridiculous,"18,000,000","9,601,137,077",Sports,How Ridiculous,650,Australia,AU,Sports,478,5,6,"391,298,000","$97,800.00 ","$1,600,000.00 ","$1,200,000.00 ","$18,800,000.00 ","600,000",9-Sep-09,-25.274398,133.775136
480,And TV,"18,000,000","15,412,333,005",Entertainment,ANDtv,45,United States,US,Entertainment,"4,012,108","7,627","6,667",4,$0.00 ,$0.00 ,$0.00 ,$0.20 ,0,4-Aug-06,37.09024,-95.712891
481,Sebastiï¿½ï¿½ï¿½,"18,000,000","10,463,166,404",News & Politics,Sebastiï¿½ï¿½ï¿½,237,United States,US,Music,406,124,105,"110,776,000","$27,700.00 ","$443,100.00 ","$332,300.00 ","$5,300,000.00 ",0,30-Mar-13,37.09024,-95.712891
482,SonyMusicSouthVEVO,"18,000,000","17,921,124,985",Music,SonyMusicSouthVEVO,"5,692",United States,US,Music,148,123,104,"257,597,000","$64,400.00 ","$1,000,000.00 ","$772,800.00 ","$12,400,000.00 ","100,000",14-Jul-14,37.09024,-95.712891
483,TheGrefg,"18,000,000","6,404,852,037",Gaming,TheGrefg,"3,566",Spain,ES,Games,950,8,34,"43,830,000","$11,000.00 ","$175,300.00 ","$131,500.00 ","$2,100,000.00 ",0,30-Jan-12,40.463667,-3.74922
484,BeatboxJCOP,"18,000,000","8,716,982,055",Film & Animation,BeatboxJCOP,748,NA,NA,Entertainment,539,NA,115,"1,375,000,000","$343,800.00 ","$5,500,000.00 ","$4,100,000.00 ","$66,000,000.00 ","3,400,000",12-Mar-11,nan,nan
485,David Dobrik,"17,900,000","7,176,572,299",People & Blogs,David Dobrik,536,United States,US,People,801,125,28,"8,650,000","$2,200.00 ","$34,600.00 ","$26,000.00 ","$415,200.00 ","100,000",19-Dec-14,37.09024,-95.712891
486,KatieAngel,"17,900,000","3,841,205,465",People & Blogs,KatieAngel,982,United States,US,Music,"2,014",125,106,"51,687,000","$12,900.00 ","$206,700.00 ","$155,100.00 ","$2,500,000.00 ","100,000",19-May-15,37.09024,-95.712891
487,RobleisIUTU,"17,900,000","5,168,721,499",Entertainment,RobleisIUTU,"1,344",Argentina,AR,Games,"1,294",9,35,"27,545,000","$6,900.00 ","$110,200.00 ","$82,600.00 ","$1,300,000.00 ","100,000",15-Apr-13,-38.416097,-63.616672
488,Lele Pons,"17,900,000","5,244,917,119",Comedy,Lele Pons,185,United States,US,Entertainment,"1,264",125,121,"18,548,000","$4,600.00 ","$74,200.00 ","$55,600.00 ","$890,300.00 ",0,19-Sep-15,37.09024,-95.712891
489,Demi Lovato,"17,900,000","6,888,074,944",Music,Demi Lovato,314,United States,US,Music,858,125,106,"29,182,000","$7,300.00 ","$116,700.00 ","$87,500.00 ","$1,400,000.00 ",0,30-Jan-08,37.09024,-95.712891
490,Like Nastya VNM,"17,900,000","9,867,515,979",Entertainment,Like Nastya VNM,602,Vietnam,VN,Entertainment,455,1,121,"84,467,000","$21,100.00 ","$337,900.00 ","$253,400.00 ","$4,100,000.00 ","100,000",22-Nov-19,14.058324,108.277199
491,Jason Derulo,"17,900,000","9,887,116,267",Music,Jason Derulo,830,United States,US,Music,446,124,105,"447,891,000","$112,000.00 ","$1,800,000.00 ","$1,300,000.00 ","$21,500,000.00 ","400,000",21-Jul-08,37.09024,-95.712891
492,MGC Playhouse,"17,900,000","16,174,530,046",Shows,MGC Playhouse,"1,426",United States,US,Education,187,125,27,"102,621,000","$25,700.00 ","$410,500.00 ","$307,900.00 ","$4,900,000.00 ","100,000",3-Feb-09,37.09024,-95.712891
493,Zuni and Family,"17,900,000","6,746,269,458",People & Blogs,zuni and family,2,NA,NA,People,"4,057,766",NA,"7,733",4,$0.00 ,$0.00 ,$0.00 ,$0.20 ,0,15-Jul-20,nan,nan
494,Priyal Kukreja,"17,800,000","11,057,945,183",People & Blogs,Priyal Kukreja,772,India,IN,People,378,83,29,"431,390,000","$107,800.00 ","$1,700,000.00 ","$1,300,000.00 ","$20,700,000.00 ","900,000",23-Apr-21,20.593684,78.96288
495,MSA previously My Story Animated,"17,800,000","8,588,704,539",Film & Animation,MSA Previously My Story Animated,26,United States,US,People,"3,976,090","5,208","4,978","20,708",$5.00 ,$83.00 ,$62.00 ,$994.00 ,"2,960",9-Nov-21,37.09024,-95.712891
496,ýýýýýýýýý KIMPRO,"17,700,000","19,206,701,832",NA,ýýýýýýýýý KIMPRO,"1,646",South Korea,KR,People,125,9,26,"3,404,000,000","$850,900.00 ","$13,600,000.00 ","$10,200,000.00 ","$163,400,000.00 ","3,200,000",11-Nov-17,35.907757,127.766922
497,Jane ASMR ï¿½ï¿½,"17,700,000","7,387,621,644",NA,Jane ASMR ï¿½ï¿½,"1,888",South Korea,KR,People,762,11,30,"102,803,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,17-Nov-12,35.907757,127.766922
498,ArianaGrandeVevo,"17,700,000","20,115,544,708",Music,ArianaGrandeVevo,178,United States,US,Music,122,127,108,"97,422,000","$24,400.00 ","$389,700.00 ","$292,300.00 ","$4,700,000.00 ",0,21-Oct-10,37.09024,-95.712891
499,jaanvi patel,"17,700,000","7,912,733,203",People & Blogs,jaanvi patel,512,India,IN,People,671,84,30,"346,753,000","$86,700.00 ","$1,400,000.00 ","$1,000,000.00 ","$16,600,000.00 ","900,000",18-Jul-18,20.593684,78.96288
500,tanboy kun,"17,700,000","3,647,267,655",People & Blogs,tanboy kun,739,Indonesia,ID,Entertainment,"2,169",17,122,"48,174,000","$12,000.00 ","$192,700.00 ","$144,500.00 ","$2,300,000.00 ","100,000",27-Oct-16,-0.789275,113.921327
501,Lil Pump,"17,700,000","4,196,061,192",Music,Lil Pump,60,NA,NA,Music,"1,785",NA,108,"9,243,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,15-Oct-15,nan,nan
502,Porta dos Fundos,"17,700,000","7,739,048,000",Entertainment,Porta dos Fundos,"2,240",Brazil,BR,Entertainment,705,27,123,"35,337,000","$8,800.00 ","$141,300.00 ","$106,000.00 ","$1,700,000.00 ",0,12-Mar-12,-14.235004,-51.92528
503,News 24,"17,700,000","8,396,875,537",News & Politics,24 ï¿½ï¿½ï¿½ï,"211,620",Ukraine,UA,News,880,24,112,"370,779,000","$92,700.00 ","$1,500,000.00 ","$1,100,000.00 ","$17,800,000.00 ","230,000",5-Feb-06,48.379433,31.16558
504,Les' Copaque Production,"17,700,000","9,059,696,049",Film & Animation,Les' Copaque Production,"1,716",Malaysia,MY,Entertainment,531,1,123,"117,727,000","$29,400.00 ","$470,900.00 ","$353,200.00 ","$5,700,000.00 ","200,000",9-Nov-09,4.210484,101.975766
505,El Payaso Plim Plim,"17,700,000","17,247,584,185",Film & Animation,El Payaso Plim Plim,"1,316",Argentina,AR,Music,162,10,107,"640,030,000","$160,000.00 ","$2,600,000.00 ","$1,900,000.00 ","$30,700,000.00 ","600,000",18-Oct-13,-38.416097,-63.616672
506,zbing z.,"17,600,000","9,269,174,070",Gaming,zbing z.,"3,151",Thailand,TH,Games,511,7,36,"55,127,000","$13,800.00 ","$220,500.00 ","$165,400.00 ","$2,600,000.00 ",0,12-Mar-14,15.870032,100.992541
507,MissaSinfonia,"17,600,000","2,274,007,523",Comedy,MissaSinfonia,233,Mexico,MX,Comedy,"4,139",17,25,"27,445,000","$6,900.00 ","$109,800.00 ","$82,300.00 ","$1,300,000.00 ","100,000",5-Jan-11,23.634501,-102.552784
508,ýýýýýýýýý Liziqi,"17,600,000","2,977,741,577",Howto & Style,ýýýýýýýýý Liziqi,128,China,CN,Howto,"2,917",1,16,"22,354,000","$5,600.00 ","$89,400.00 ","$67,100.00 ","$1,100,000.00 ","100,000",22-Aug-17,35.86166,104.195397
509,The Game Theorists,"17,600,000","3,752,347,262",Gaming,TheGameTheorists,0,Australia,AU,NA,"3,612,215","6,095",NA,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,NA/NA/NA,-25.274398,133.775136
510,DeGoBooM,"17,600,000","6,306,204,566",Gaming,DeGoBooM,"4,702",Chile,CL,Games,973,3,36,"100,215,000","$25,100.00 ","$400,900.00 ","$300,600.00 ","$4,800,000.00 ","500,000",1-Feb-14,-35.675147,-71.542969
511,JFlaMusic,"17,600,000","3,802,280,098",Music,JFlaMusic,326,South Korea,KR,Music,"2,056",12,109,"11,099,000","$2,800.00 ","$44,400.00 ","$33,300.00 ","$532,700.00 ",0,22-Aug-11,35.907757,127.766922
512,FactTechz,"17,500,000","2,238,134,438",Entertainment,FactTechz,709,India,IN,Entertainment,"4,243",86,124,"21,056,000","$5,300.00 ","$84,200.00 ","$63,200.00 ","$1,000,000.00 ",0,24-Jul-16,20.593684,78.96288
513,News18 India,"17,500,000","7,263,619,576",News & Politics,News18 India,"182,742",India,IN,News,770,85,10,"394,106,000","$98,500.00 ","$1,600,000.00 ","$1,200,000.00 ","$18,900,000.00 ","700,000",25-Oct-07,20.593684,78.96288
514,Fun For Kids TV - Hindi Rhymes,"17,500,000","7,612,385,622",Entertainment,Fun For Kids TV - Hindi Rhymes,149,India,IN,Entertainment,723,86,124,"109,847,000","$27,500.00 ","$439,400.00 ","$329,500.00 ","$5,300,000.00 ","300,000",27-Sep-17,20.593684,78.96288
515,IGN,"17,500,000","16,107,116,549",Gaming,IGN,"156,215",United States,US,Games,189,129,37,"98,342,000","$24,600.00 ","$393,400.00 ","$295,000.00 ","$4,700,000.00 ",0,19-Sep-06,37.09024,-95.712891
516,Aphmau,"17,400,000","17,763,586,483",Gaming,Aphmau,"4,411",United States,US,Games,152,129,37,"439,870,000","$110,000.00 ","$1,800,000.00 ","$1,300,000.00 ","$21,100,000.00 ","400,000",13-Aug-12,37.09024,-95.712891
517,AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"17,400,000","13,043,561,912",Entertainment,AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"118,448",Thailand,TH,News,286,8,11,"235,993,000","$59,000.00 ","$944,000.00 ","$708,000.00 ","$11,300,000.00 ","200,000",5-Feb-14,15.870032,100.992541
518,ýýýýýýýýýýýýýýýý - Al-Remas,"17,400,000","11,144,195,464",Music,ýýýýýýýýýýýýýýýý - Al-Remas,"2,133",Iraq,IQ,Music,371,1,110,"113,003,000","$28,300.00 ","$452,000.00 ","$339,000.00 ","$5,400,000.00 ",0,27-Sep-13,33.223191,43.679291
519,Koray Zeynep,"17,400,000","16,560,557,488",People & Blogs,Koray Zeynep,"2,078",NA,NA,People,173,NA,31,"426,389,000","$106,600.00 ","$1,700,000.00 ","$1,300,000.00 ","$20,500,000.00 ","400,000",8-Jul-16,nan,nan
520,Apple,"17,300,000","1,026,425,106",Science & Technology,Apple,180,United States,US,Tech,"11,274",130,9,"46,484,000","$11,600.00 ","$185,900.00 ","$139,500.00 ","$2,200,000.00 ","100,000",22-Jun-05,37.09024,-95.712891
521,Stubborn Facts,"17,300,000","902,225,615",Film & Animation,Stubborn Facts,287,India,IN,Entertainment,"13,315",87,125,"837,850",$209.00 ,"$3,400.00 ","$2,500.00 ","$40,200.00 ",0,5-Sep-16,20.593684,78.96288
522,Taarak Mehta Ka Ooltah Chashmah,"17,300,000","11,371,738,047",Entertainment,Taarak Mehta Ka Ooltah Chashmah,"4,778",India,IN,Entertainment,356,87,125,"331,944,000","$83,000.00 ","$1,300,000.00 ","$995,800.00 ","$15,900,000.00 ","300,000",4-Aug-14,20.593684,78.96288
523,HowToBasic,"17,300,000","3,684,816,159",Howto & Style,HowToBasic,582,Australia,AU,Howto,"2,146",6,17,"15,525,000","$3,900.00 ","$62,100.00 ","$46,600.00 ","$745,200.00 ",0,8-Dec-11,-25.274398,133.775136
524,PopularMMOs,"17,200,000","14,573,155,899",Gaming,PopularMMOs,"4,685",NA,NA,Games,240,NA,38,"15,296,000","$3,800.00 ","$61,200.00 ","$45,900.00 ","$734,200.00 ","100,000",17-Apr-12,nan,nan
525,Marques Brownlee,"17,200,000","3,606,912,471",Science & Technology,Marques Brownlee,"1,567",United States,US,Tech,"2,196",131,10,"52,325,000","$13,100.00 ","$209,300.00 ","$157,000.00 ","$2,500,000.00 ","100,000",21-Mar-08,37.09024,-95.712891
526,Anitta,"17,200,000","7,337,212,581",Music,Anitta,138,Brazil,BR,Music,769,28,111,"72,684,000","$18,200.00 ","$290,700.00 ","$218,100.00 ","$3,500,000.00 ",0,2-Nov-11,-14.235004,-51.92528
527,Jason Vlogs,"17,200,000","8,903,647,480",Education,Jason Oo,83,Australia,AU,People,"4,031,958","3,450","7,408",25,$0.00 ,$0.10 ,$0.10 ,$1.00 ,0,11-Sep-14,-25.274398,133.775136
528,El Reino a Jugar,"17,200,000","11,445,492,404",Education,El Reino a Jugar,"1,007",Argentina,AR,Education,353,11,28,"83,709,000","$20,900.00 ","$334,800.00 ","$251,100.00 ","$4,000,000.00 ","100,000",3-Mar-15,-38.416097,-63.616672
529,Willyrex,"17,200,000","5,024,088,947",Gaming,Willyrex,"7,550",Spain,ES,Games,"1,359",9,38,"15,405,000","$3,900.00 ","$61,600.00 ","$46,200.00 ","$739,500.00 ",0,9-Aug-09,40.463667,-3.74922
530,TheBrianMaps,"17,100,000","4,448,334,716",Comedy,TheBrianMaps,498,Russia,RU,Entertainment,"1,624",6,126,"37,164,000","$9,300.00 ","$148,700.00 ","$111,500.00 ","$1,800,000.00 ","100,000",4-Jun-12,61.52401,105.318756
531,TRANS TV Official,"17,100,000","9,710,962,528",Entertainment,TRANS TV Official,"148,225",Indonesia,ID,Entertainment,472,18,127,"45,811,000","$11,500.00 ","$183,200.00 ","$137,400.00 ","$2,200,000.00 ","100,000",2-Sep-14,-0.789275,113.921327
532,Liza Koshy,"17,100,000","2,173,106,162",Comedy,Liza Koshy,142,United States,US,Entertainment,"4,443",132,127,"1,761,000",$440.00 ,"$7,000.00 ","$5,300.00 ","$84,500.00 ",0,2-Sep-13,37.09024,-95.712891
533,Queen Official,"17,000,000","10,847,948,832",Music,Queen Official,"1,015",United Kingdom,GB,Music,385,21,112,"93,768,000","$23,400.00 ","$375,100.00 ","$281,300.00 ","$4,500,000.00 ","100,000",7-Jul-08,55.378051,-3.435973
534,Prajapati News,"17,000,000","1,001,465,469",Comedy,Prajapati News,"1,407",India,IN,Entertainment,"11,662",89,128,"7,626,000","$1,900.00 ","$30,500.00 ","$22,900.00 ","$366,100.00 ","100,000",14-Mar-13,20.593684,78.96288
535,Gaby and Alex,"17,000,000","8,229,883,114",Entertainment,gabyandalex,1,NA,NA,People,"4,057,752",NA,"7,732",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,21-Aug-08,nan,nan
536,LuisFonsiVEVO,"17,000,000","14,543,594,822",Music,LuisFonsiVEVO,97,United States,US,Music,241,133,112,"49,817,000","$12,500.00 ","$199,300.00 ","$149,500.00 ","$2,400,000.00 ",0,12-May-09,37.09024,-95.712891
537,Pop Chartbusters,"16,900,000","8,684,010,451",Music,Pop Chartbusters,"2,235",India,IN,Music,574,90,113,"72,911,000","$18,200.00 ","$291,600.00 ","$218,700.00 ","$3,500,000.00 ","200,000",26-Aug-11,20.593684,78.96288
538,Guava Juice,"16,900,000","9,111,000,228",Gaming,Guava Juice,"1,910",United States,US,Entertainment,527,134,129,"10,889,000","$2,700.00 ","$43,600.00 ","$32,700.00 ","$522,600.00 ",0,18-Jul-06,37.09024,-95.712891
539,EeOneGuy,"16,900,000","3,827,906,874",Entertainment,EeOneGuy,366,United States,US,Entertainment,"2,039",134,129,"1,635,000",$409.00 ,"$6,500.00 ","$4,900.00 ","$78,500.00 ",0,19-Mar-13,37.09024,-95.712891
540,VICE,"16,900,000","4,609,753,237",Entertainment,VICE,"3,900",United States,US,Entertainment,"1,543",134,129,"36,357,000","$9,100.00 ","$145,400.00 ","$109,100.00 ","$1,700,000.00 ","100,000",16-Dec-05,37.09024,-95.712891
541,Aayu and Pihu Show,"16,900,000","9,270,331,567",Comedy,Aayu and Pihu Show,441,India,IN,People,510,90,34,"89,782,000","$22,400.00 ","$359,100.00 ","$269,300.00 ","$4,300,000.00 ",0,8-May-17,20.593684,78.96288
542,Danny Fitt,"16,900,000","9,544,277,833",People & Blogs,Danny Fitt,"2,337",United States,US,Entertainment,488,134,129,"275,264,000","$68,800.00 ","$1,100,000.00 ","$825,800.00 ","$13,200,000.00 ","700,000",31-Dec-16,37.09024,-95.712891
543,Bispo Bruno Leonardo,"16,900,000","3,523,578,665",Nonprofits & Activism,Bispo Bruno Leonardo,"4,891",Brazil,BR,Nonprofit,"2,307",29,2,"149,543,000","$37,400.00 ","$598,200.00 ","$448,600.00 ","$7,200,000.00 ","400,000",10-Apr-16,-14.235004,-51.92528
544,DeToxoMoroxo,"16,800,000","2,315,962,318",Entertainment,de toxomoroxo,1,NA,NA,Music,"4,056,488",NA,"5,767",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,30-Apr-16,nan,nan
545,Doggy Doggy Cartoons,"16,800,000","6,518,418,501",Entertainment,Doggy Doggy Cartoons,0,NA,NA,NA,"4,057,944",NA,NA,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,11-Nov-18,nan,nan
546,deepesh zo,"16,800,000","7,206,462,713",People & Blogs,deepesh zo,41,NA,NA,People,"4,038,822",NA,"7,611",1,$0.00 ,$0.00 ,$0.00 ,$0.10 ,1,24-Sep-21,nan,nan
547,Like Nastya IDN,"16,800,000","7,195,314,800",Entertainment,Like Nastya IDN,502,Indonesia,ID,Entertainment,795,19,130,"42,836,000","$10,700.00 ","$171,300.00 ","$128,500.00 ","$2,100,000.00 ","100,000",22-Nov-19,-0.789275,113.921327
548,Gato Galactico | GALï¿½ï¿,"16,800,000","3,693,798,804",Film & Animation,Gato Galactico | GALï¿½ï¿,"1,491",Brazil,BR,Entertainment,"2,129",30,130,"44,121,000","$11,000.00 ","$176,500.00 ","$132,400.00 ","$2,100,000.00 ","100,000",2-Apr-13,-14.235004,-51.92528
549,Salman Noman,"16,700,000","10,393,037,902",Entertainment,salman Noman,3,NA,NA,NA,"4,057,674",NA,NA,7,$0.00 ,$0.00 ,$0.00 ,$0.30 ,10,14-May-22,nan,nan
550,CoryxKenshin,"16,700,000","7,102,965,621",Gaming,CoryxKenshin,"1,693",United States,US,Games,814,135,39,"105,114,000","$26,300.00 ","$420,500.00 ","$315,300.00 ","$5,000,000.00 ","200,000",27-Apr-09,37.09024,-95.712891
551,With Kids[ï¿½ï¿½ï¿½ï¿½ï,"16,700,000","8,826,138,204",Entertainment,With Kids[ï¿½ï¿½ï¿½ï¿½ï,920,United States,US,Entertainment,559,135,130,"45,698,000","$11,400.00 ","$182,800.00 ","$137,100.00 ","$2,200,000.00 ","100,000",6-Jul-12,37.09024,-95.712891
552,Travis Scott,"16,700,000","7,979,736,581",Music,Travis Scott,13,United States,US,Music,"564,542","1,920","1,751","37,623",$9.00 ,$150.00 ,$113.00 ,"$1,800.00 ",0,1-Sep-10,37.09024,-95.712891
553,Tu COSMOPOLIS,"16,700,000","5,089,284,369",People & Blogs,Tu COSMOPOLIS,"8,741",Mexico,MX,People,"1,337",19,35,"16,139,000","$4,000.00 ","$64,600.00 ","$48,400.00 ","$774,700.00 ",0,28-Aug-14,23.634501,-102.552784
554,Ivana Alawi,"16,600,000","1,318,442,641",NA,Ivana Alawi,180,Philippines,PH,People,"8,338",5,36,"15,079,000","$3,800.00 ","$60,300.00 ","$45,200.00 ","$723,800.00 ","100,000",1-Jun-18,12.879721,121.774017
555,Werever2morro,"16,600,000","2,798,273,962",Entertainment,werever2morro,0,Mexico,MX,Games,"4,057,944","4,248","7,462",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,7-Dec-10,23.634501,-102.552784
556,IDEAS EN 5 MINUTOS,"16,600,000","3,696,973,456",Howto & Style,Ideas En 5 Minutos,216,Spain,ES,NA,"3,108,857","2,753",NA,"65,470",$16.00 ,$262.00 ,$196.00 ,"$3,100.00 ",0,2-Apr-17,40.463667,-3.74922
557,NMF News,"16,600,000","7,435,180,827",News & Politics,NMF News,"112,261",India,IN,News,749,91,12,"59,201,000","$14,800.00 ","$236,800.00 ","$177,600.00 ","$2,800,000.00 ","100,000",22-Oct-13,20.593684,78.96288
558,SriBalajiMovies,"16,600,000","9,439,857,193",Entertainment,SriBalajiMovies,"20,102",India,IN,Entertainment,497,91,132,"154,049,000","$38,500.00 ","$616,200.00 ","$462,100.00 ","$7,400,000.00 ","200,000",29-Sep-11,20.593684,78.96288
559,Lahari Music - TSeries,"16,600,000","11,946,217,860",Music,Lahari Music - TSeries,"8,976",India,IN,Music,326,91,115,"89,012,000","$22,300.00 ","$356,000.00 ","$267,000.00 ","$4,300,000.00 ","100,000",21-Nov-11,20.593684,78.96288
560,Younes Zarou,"16,600,000","15,278,668,857",Entertainment,Younes Zarou,"2,200",Germany,DE,Entertainment,213,4,131,"617,257,000","$154,300.00 ","$2,500,000.00 ","$1,900,000.00 ","$29,600,000.00 ","900,000",6-May-21,51.165691,10.451526
561,Jordan Matter,"16,600,000","5,819,508,534",Entertainment,Jordan Matter,413,United States,US,Entertainment,"1,088",136,132,"199,033,000","$49,800.00 ","$796,100.00 ","$597,100.00 ","$9,600,000.00 ","300,000",21-Dec-06,37.09024,-95.712891
562,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,"16,500,000","2,440,934,034",Entertainment,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,421,United States,US,Entertainment,"3,778",137,133,"21,953,000","$5,500.00 ","$87,800.00 ","$65,900.00 ","$1,100,000.00 ","200,000",9-Mar-14,37.09024,-95.712891
563,FailArmy,"16,500,000","3,037,260,680",Comedy,FailArmy,438,United States,US,Entertainment,"2,766",137,133,"112,986,000","$28,200.00 ","$451,900.00 ","$339,000.00 ","$5,400,000.00 ","100,000",5-Jul-11,37.09024,-95.712891
564,BBC News Hindi,"16,500,000","7,043,235,131",News & Politics,BBC News Hindi,"21,243",India,IN,News,821,92,13,"131,202,000","$32,800.00 ","$524,800.00 ","$393,600.00 ","$6,300,000.00 ","300,000",22-Sep-09,20.593684,78.96288
565,FunFun Toy Doll TV,"16,500,000","7,406,207,930",Entertainment,FunFun Toy Doll TV,735,United States,US,Entertainment,757,137,133,"24,378,000","$6,100.00 ","$97,500.00 ","$73,100.00 ","$1,200,000.00 ",0,31-May-16,37.09024,-95.712891
566,Sandra Cires Art,"16,400,000","3,955,426,159",Howto & Style,Sandra Cires Art,"1,091",United States,US,Entertainment,"1,938",138,134,"18,028,000","$4,500.00 ","$72,100.00 ","$54,100.00 ","$865,300.00 ",0,27-Sep-11,37.09024,-95.712891
567,Kaykai Salaider,"16,400,000","4,434,679,706",Comedy,Kaykai Salaider,428,Thailand,TH,Entertainment,"1,636",9,134,"9,341,000","$2,300.00 ","$37,400.00 ","$28,000.00 ","$448,400.00 ",0,24-Jan-11,15.870032,100.992541
568,UFC - Ultimate Fighting Championship,"16,400,000","7,135,820,721",Sports,UFC - Ultimate Fighting Championship,"14,662",United States,US,Sports,806,138,7,"133,208,000","$33,300.00 ","$532,800.00 ","$399,600.00 ","$6,400,000.00 ","100,000",4-Mar-06,37.09024,-95.712891
569,Ch7HD,"16,400,000","9,463,244,435",Entertainment,Ch7HD,"56,203",Thailand,TH,Entertainment,496,9,134,"87,757,000","$21,900.00 ","$351,000.00 ","$263,300.00 ","$4,200,000.00 ","100,000",17-May-10,15.870032,100.992541
570,RCTI - LAYAR DRAMA INDONESIA,"16,400,000","13,478,392,540",Entertainment,RCTI - LAYAR DRAMA INDONESIA,1,NA,NA,People,"4,057,943",NA,"7,724",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,19-Oct-20,nan,nan
571,Alfredo Larin,"16,400,000","14,431,830,557",Entertainment,Alfredo Larin,1,NA,NA,Entertainment,"4,057,780",NA,"6,788",1,$0.00 ,$0.00 ,$0.00 ,$0.10 ,0,23-Nov-15,nan,nan
572,GMMTV OFFICIALï¿½ï¿½,"16,400,000","12,844,432,341",Entertainment,GMMTV OFFICIALï¿½ï¿½,"23,952",Thailand,TH,Entertainment,294,9,134,"181,382,000","$45,300.00 ","$725,500.00 ","$544,100.00 ","$8,700,000.00 ","200,000",13-Sep-10,15.870032,100.992541
573,Matt Stonie,"16,300,000","3,527,627,264",Entertainment,MattStonie,54,United States,US,Entertainment,"283,499","1,874","1,836","29,735",$7.00 ,$119.00 ,$89.00 ,"$1,400.00 ",0,19-Jun-10,37.09024,-95.712891
574,Boyce Avenue,"16,300,000","6,578,828,147",Music,Boyce Avenue,490,United States,US,Music,913,139,117,"28,787,000","$7,200.00 ","$115,100.00 ","$86,400.00 ","$1,400,000.00 ",0,2-Sep-07,37.09024,-95.712891
575,Camila Cabello,"16,300,000","6,613,422,635",Music,Camila Cabello,80,United States,US,Music,906,139,117,"42,704,000","$10,700.00 ","$170,800.00 ","$128,100.00 ","$2,000,000.00 ","100,000",11-Aug-15,37.09024,-95.712891
576,Little Mix,"16,300,000","7,520,242,626",Music,Little Mix,278,United Kingdom,GB,Music,740,22,117,"38,604,000","$9,700.00 ","$154,400.00 ","$115,800.00 ","$1,900,000.00 ",0,30-Nov-11,55.378051,-3.435973
577,SAM SMITH,"16,300,000","10,170,264,839",Music,SAM SMITH,230,United Kingdom,GB,Entertainment,428,22,135,"85,778,000","$21,400.00 ","$343,100.00 ","$257,300.00 ","$4,100,000.00 ",0,14-Sep-12,55.378051,-3.435973
578,Pitbull,"16,300,000","12,475,714,382",Music,Pitbull,352,United States,US,Music,308,139,117,"88,004,000","$22,000.00 ","$352,000.00 ","$264,000.00 ","$4,200,000.00 ",0,5-Jul-06,37.09024,-95.712891
579,Bollywood Classics,"16,300,000","7,141,825,267",Entertainment,Bollywood Classics,"1,444",India,IN,Music,804,93,116,"151,477,000","$37,900.00 ","$605,900.00 ","$454,400.00 ","$7,300,000.00 ","300,000",13-Oct-11,20.593684,78.96288
580,Technoblade,"16,300,000","1,656,452,554",Gaming,Technoblade,989,United States,US,Games,"6,274",138,40,"17,944,000","$4,500.00 ","$71,800.00 ","$53,800.00 ","$861,300.00 ","200,000",28-Oct-13,37.09024,-95.712891
581,W2S,"16,300,000","4,768,370,464",Gaming,W2S,652,United Kingdom,GB,Entertainment,"1,455",22,135,"3,079,000",$770.00 ,"$12,300.00 ","$9,200.00 ","$147,800.00 ",0,26-Jul-12,55.378051,-3.435973
582,Jennifer Lopez,"16,200,000","10,227,242,833",Music,Jennifer Lopez,258,United States,US,Music,426,140,118,"63,441,000","$15,900.00 ","$253,800.00 ","$190,300.00 ","$3,000,000.00 ",0,18-Nov-05,37.09024,-95.712891
583,Kids Play,"16,200,000","8,091,706,232",Entertainment,Kids Play,593,United States,US,Entertainment,636,140,136,"25,912,000","$6,500.00 ","$103,600.00 ","$77,700.00 ","$1,200,000.00 ",0,14-May-18,37.09024,-95.712891
584,T3ddy,"16,200,000","2,990,185,467",Comedy,T3ddy,"1,930",Brazil,BR,People,"2,898",31,38,"33,015,000","$8,300.00 ","$132,100.00 ","$99,000.00 ","$1,600,000.00 ","100,000",16-Jan-12,-14.235004,-51.92528
585,JJ Olatunji,"16,200,000","4,076,692,623",Gaming,JJ Olatunji,"1,294",United Kingdom,GB,Entertainment,"1,856",23,136,"27,808,000","$7,000.00 ","$111,200.00 ","$83,400.00 ","$1,300,000.00 ","100,000",26-Jan-11,55.378051,-3.435973
